country,country_code,module_version,currency,canton_code,canton_name_fr,canton_name_en,reference_municipality,gross_monthly_chf,gross_annual_chf,employee_ahv_iv_eo_monthly_chf,employee_unemployment_monthly_chf,employee_lpp_monthly_chf,employee_accident_monthly_chf,employee_total_contrib_monthly_chf,employer_ahv_iv_eo_monthly_chf,employer_unemployment_monthly_chf,employer_lpp_monthly_chf,employer_accident_monthly_chf,employer_total_contrib_monthly_chf,net_before_tax_monthly_chf,withholding_tax_monthly_chf,withholding_tax_rate_percent,net_after_tax_monthly_chf,ordinary_federal_tax_monthly_chf,ordinary_cantonal_tax_monthly_chf,ordinary_communal_tax_monthly_chf,ordinary_tax_monthly_chf,net_after_ordinary_tax_monthly_chf,employer_cost_monthly_chf,social_wedge_monthly_chf,total_wedge_after_tax_monthly_chf,total_wedge_after_ordinary_tax_monthly_chf,employee_contribution_rate,employer_contribution_rate,social_wedge_rate_employer_cost,cost_to_net_before_tax_ratio,cost_to_net_after_tax_ratio,cost_to_net_after_ordinary_tax_ratio,withholding_tax_status,ordinary_tax_status,profile_id
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,10800.0,129600.0,572.4,118.8,267.75,129.6,1088.55,572.4,118.8,267.75,54.0,1012.95,9711.45,1572.48,14.56,8138.97,424.45,818.4,1016.8,2259.65,7451.8,11812.95,2101.5,3673.98,4361.15,0.10079167,0.09379167,0.17789798,1.21639405,1.45140601,1.58524786,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,10900.0,130800.0,577.7,119.9,267.75,130.8,1096.15,577.7,119.9,267.75,54.5,1019.85,9803.85,1594.67,14.63,8209.18,433.25,827.97,1028.69,2289.91,7513.94,11919.85,2116.0,3710.67,4405.91,0.10056422,0.09356422,0.17751901,1.21583358,1.4520147,1.58636481,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11000.0,132000.0,583.0,121.0,267.75,132.0,1103.75,583.0,121.0,267.75,55.0,1026.75,9896.25,1615.9,14.69,8280.35,442.05,837.54,1040.58,2320.17,7576.08,12026.75,2130.5,3746.4,4450.67,0.10034091,0.09334091,0.17714678,1.21528357,1.45244464,1.58746344,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11100.0,133200.0,588.3,122.1,267.75,133.2,1111.35,588.3,122.1,267.75,55.5,1033.65,9988.65,1639.47,14.77,8349.18,450.85,847.11,1052.47,2350.43,7638.22,12133.65,2145.0,3784.47,4495.43,0.10012162,0.09312162,0.1767811,1.21474373,1.45327445,1.58854419,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11200.0,134400.0,593.6,123.2,267.75,134.4,1118.95,593.6,123.2,267.75,56.0,1040.55,10081.05,1662.08,14.84,8418.97,459.65,856.68,1064.36,2380.69,7700.36,12240.55,2159.5,3821.58,4540.19,0.09990625,0.09290625,0.17642181,1.2142138,1.45392489,1.5896075,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11300.0,135600.0,598.9,124.3,267.75,135.6,1126.55,598.9,124.3,267.75,56.5,1047.45,10173.45,1683.7,14.9,8489.75,468.45,866.25,1076.25,2410.95,7762.5,12347.45,2174.0,3857.7,4584.95,0.09969469,0.09269469,0.17606874,1.21369349,1.45439501,1.59065378,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11400.0,136800.0,604.2,125.4,267.75,136.8,1134.15,604.2,125.4,267.75,57.0,1054.35,10265.85,1707.72,14.98,8558.13,477.25,875.82,1088.14,2441.21,7824.64,12454.35,2188.5,3896.22,4629.71,0.09948684,0.09248684,0.17572174,1.21318254,1.45526534,1.59168345,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11500.0,138000.0,609.5,126.5,267.75,138.0,1141.75,609.5,126.5,267.75,57.5,1061.25,10358.25,1729.6,15.04,8628.65,486.05,885.39,1100.03,2471.47,7886.78,12561.25,2203.0,3932.6,4674.47,0.09928261,0.09228261,0.17538063,1.21268071,1.45576075,1.59269689,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11600.0,139200.0,614.8,127.6,267.75,139.2,1149.35,614.8,127.6,267.75,58.0,1068.15,10450.65,1752.76,15.11,8697.89,494.85,894.96,1111.92,2501.73,7948.92,12668.15,2217.5,3970.26,4719.23,0.0990819,0.0920819,0.17504529,1.21218776,1.45646243,1.59369449,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11700.0,140400.0,620.1,128.7,267.75,140.4,1156.95,620.1,128.7,267.75,58.5,1075.05,10543.05,1779.57,15.21,8763.48,503.65,904.53,1123.81,2531.99,8011.06,12775.05,2232.0,4011.57,4763.99,0.09888462,0.09188462,0.17471556,1.21170344,1.45775993,1.59467661,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11800.0,141600.0,625.4,129.8,267.75,141.6,1164.55,625.4,129.8,267.75,59.0,1081.95,10635.45,1803.04,15.28,8832.41,512.63,914.1,1135.7,2562.43,8073.02,12881.95,2246.5,4049.54,4808.93,0.09869068,0.09169068,0.1743913,1.21122755,1.45848642,1.59567919,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,11900.0,142800.0,630.7,130.9,267.75,142.8,1172.15,630.7,130.9,267.75,59.5,1088.85,10727.85,1826.65,15.35,8901.2,523.63,923.67,1147.59,2594.89,8132.96,12988.85,2261.0,4087.65,4855.89,0.0985,0.0915,0.17407238,1.21075984,1.4592246,1.59706306,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12000.0,144000.0,636.0,132.0,267.75,144.0,1179.75,636.0,132.0,267.75,60.0,1095.75,10820.25,1852.8,15.44,8967.45,534.63,933.24,1159.48,2627.35,8192.9,13095.75,2275.5,4128.3,4902.85,0.0983125,0.0913125,0.17375866,1.21030013,1.46036499,1.59842669,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12100.0,145200.0,641.3,133.1,267.75,145.2,1187.35,641.3,133.1,267.75,60.5,1102.65,10912.65,1876.71,15.51,9035.94,545.63,942.81,1171.37,2659.81,8252.84,13202.65,2290.0,4166.71,4949.81,0.0981281,0.0911281,0.17345003,1.2098482,1.46112635,1.5997705,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12200.0,146400.0,646.6,134.2,267.75,146.4,1194.95,646.6,134.2,267.75,61.0,1109.55,11005.05,1900.76,15.58,9104.29,556.63,952.38,1183.26,2692.27,8312.78,13309.55,2304.5,4205.26,4996.77,0.09794672,0.09094672,0.17314635,1.20940386,1.46189873,1.60109494,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12300.0,147600.0,651.9,135.3,267.75,147.6,1202.55,651.9,135.3,267.75,61.5,1116.45,11097.45,1926.18,15.66,9171.27,567.63,961.95,1195.15,2724.73,8372.72,13416.45,2319.0,4245.18,5043.73,0.09776829,0.09076829,0.17284751,1.20896692,1.4628781,1.60240041,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12400.0,148800.0,657.2,135.85,267.75,148.2,1209.0,657.2,135.85,267.75,61.75,1122.55,11191.0,1950.52,15.73,9240.48,578.63,971.52,1207.04,2757.19,8433.81,13522.55,2331.55,4282.07,5088.74,0.0975,0.09052823,0.1724194,1.20834152,1.46340342,1.6033738,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12500.0,150000.0,662.5,135.85,267.75,148.2,1214.3,662.5,135.85,267.75,61.75,1127.85,11285.7,1976.25,15.81,9309.45,589.63,981.09,1218.93,2789.65,8496.05,13627.85,2342.15,4318.4,5131.8,0.097144,0.090228,0.17186497,1.20753254,1.46387273,1.60402187,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12600.0,151200.0,667.8,135.85,267.75,148.2,1219.6,667.8,135.85,267.75,61.75,1133.15,11380.4,2000.88,15.88,9379.52,600.63,990.66,1230.82,2822.11,8558.29,13733.15,2352.75,4353.63,5174.86,0.09679365,0.08993254,0.17131903,1.20673702,1.46416341,1.60466051,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12700.0,152400.0,673.1,135.85,267.75,148.2,1224.9,673.1,135.85,267.75,61.75,1138.45,11475.1,2026.92,15.96,9448.18,611.63,1000.23,1242.71,2854.57,8620.53,13838.45,2363.35,4390.27,5217.92,0.09644882,0.08964173,0.17078141,1.20595463,1.46466833,1.60528993,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12800.0,153600.0,678.4,135.85,267.75,148.2,1230.2,678.4,135.85,267.75,61.75,1143.75,11569.8,2050.56,16.02,9519.24,622.63,1009.8,1254.6,2887.03,8682.77,13943.75,2373.95,4424.51,5260.98,0.09610937,0.08935547,0.1702519,1.20518505,1.46479656,1.60591033,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,12900.0,154800.0,683.7,135.85,267.75,148.2,1235.5,683.7,135.85,267.75,61.75,1149.05,11664.5,2076.9,16.1,9587.6,633.63,1019.37,1266.49,2919.49,8745.01,14049.05,2384.55,4461.45,5304.04,0.09577519,0.08907364,0.16973034,1.20442797,1.46533543,1.60652189,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13000.0,156000.0,689.0,135.85,267.75,148.2,1240.8,689.0,135.85,267.75,61.75,1154.35,11759.2,2102.1,16.17,9657.1,644.63,1028.94,1278.38,2951.95,8807.25,14154.35,2395.15,4497.25,5347.1,0.09544615,0.08879615,0.16921653,1.20368307,1.46569363,1.60712481,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13100.0,157200.0,694.3,135.85,267.75,148.2,1246.1,694.3,135.85,267.75,61.75,1159.65,11853.9,2127.44,16.24,9726.46,655.63,1038.51,1290.27,2984.41,8869.49,14259.65,2405.75,4533.19,5390.16,0.09512214,0.0885229,0.16871031,1.20295008,1.46606782,1.60771927,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13200.0,158400.0,699.6,135.85,267.75,148.2,1251.4,699.6,135.85,267.75,61.75,1164.95,11948.6,2154.24,16.32,9794.36,666.63,1048.08,1302.16,3016.87,8931.73,14364.95,2416.35,4570.59,5433.22,0.09480303,0.08825379,0.16821151,1.20222871,1.4666553,1.60830545,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13300.0,159600.0,704.9,135.85,267.75,148.2,1256.7,704.9,135.85,267.75,61.75,1170.25,12043.3,2178.54,16.38,9864.76,677.63,1057.65,1314.05,3049.33,8993.97,14470.25,2426.95,4605.49,5476.28,0.09448872,0.08798872,0.16771998,1.20151869,1.46686285,1.60888351,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13400.0,160800.0,710.2,135.85,267.75,148.2,1262.0,710.2,135.85,267.75,61.75,1175.55,12138.0,2205.64,16.46,9932.36,688.63,1067.22,1325.94,3081.79,9056.21,14575.55,2437.55,4643.19,5519.34,0.0941791,0.08772761,0.16723554,1.20081974,1.46748104,1.60945362,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13500.0,162000.0,715.5,135.85,267.75,148.2,1267.3,715.5,135.85,267.75,61.75,1180.85,12232.7,2231.55,16.53,10001.15,699.63,1076.79,1337.83,3114.25,9118.45,14680.85,2448.15,4679.7,5562.4,0.09387407,0.08747037,0.16675806,1.20013161,1.46791619,1.61001596,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13600.0,163200.0,720.8,135.85,267.75,148.2,1272.6,720.8,135.85,267.75,61.75,1186.15,12327.4,2256.24,16.59,10071.16,710.63,1086.36,1349.72,3146.71,9180.69,14786.15,2458.75,4714.99,5605.46,0.09357353,0.08721691,0.16628737,1.19945406,1.46816752,1.61057067,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13700.0,164400.0,726.1,135.85,267.75,148.2,1277.9,726.1,135.85,267.75,61.75,1191.45,12422.1,2282.42,16.66,10139.68,721.63,1095.93,1361.61,3179.17,9242.93,14891.45,2469.35,4751.77,5648.52,0.09327737,0.08696715,0.16582334,1.19878684,1.46863116,1.6111179,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13800.0,165600.0,731.4,135.85,267.75,148.2,1283.2,731.4,135.85,267.75,61.75,1196.75,12516.8,2307.36,16.72,10209.44,732.63,1105.5,1373.5,3211.63,9305.17,14996.75,2479.95,4787.31,5691.58,0.09298551,0.08672101,0.16536583,1.19812971,1.46891015,1.61165782,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,13900.0,166800.0,736.7,135.85,267.75,148.2,1288.5,736.7,135.85,267.75,61.75,1202.05,12611.5,2333.81,16.79,10277.69,743.63,1115.07,1385.39,3244.09,9367.41,15102.05,2490.55,4824.36,5734.64,0.09269784,0.08647842,0.1649147,1.19748246,1.4694012,1.61219056,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14000.0,168000.0,742.0,135.85,267.75,148.2,1293.8,742.0,135.85,267.75,61.75,1207.35,12706.2,2359.0,16.85,10347.2,754.63,1124.64,1397.28,3276.55,9429.65,15207.35,2501.15,4860.15,5777.7,0.09241429,0.08623929,0.16446981,1.19684485,1.46970678,1.61271627,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14100.0,169200.0,747.3,135.85,267.75,148.2,1299.1,747.3,135.85,267.75,61.75,1212.65,12800.9,2385.72,16.92,10415.18,765.63,1134.21,1409.17,3309.01,9491.89,15312.65,2511.75,4897.47,5820.76,0.09213475,0.08600355,0.16403105,1.19621667,1.47022423,1.61323509,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14200.0,170400.0,752.6,135.85,267.75,148.2,1304.4,752.6,135.85,267.75,61.75,1217.95,12895.6,2412.58,16.99,10483.02,776.63,1143.78,1421.06,3341.47,9554.13,15417.95,2522.35,4934.93,5863.82,0.09185915,0.08577113,0.16359827,1.19559772,1.47075461,1.61374714,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14300.0,171600.0,757.9,135.85,267.75,148.2,1309.7,757.9,135.85,267.75,61.75,1223.25,12990.3,2436.72,17.04,10553.58,787.63,1153.35,1432.95,3373.93,9616.37,15523.25,2532.95,4969.67,5906.88,0.09158741,0.08554196,0.16317137,1.1949878,1.47089897,1.61425257,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14400.0,172800.0,763.2,135.85,267.75,148.2,1315.0,763.2,135.85,267.75,61.75,1228.55,13085.0,2463.84,17.11,10621.16,798.63,1162.92,1444.84,3406.39,9678.61,15628.55,2543.55,5007.39,5949.94,0.09131944,0.08531597,0.16275022,1.1943867,1.47145415,1.6147515,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14500.0,174000.0,768.5,135.85,267.75,148.2,1320.3,768.5,135.85,267.75,61.75,1233.85,13179.7,2488.2,17.16,10691.5,809.63,1172.49,1456.73,3438.85,9740.85,15733.85,2554.15,5042.35,5993.0,0.09105517,0.0850931,0.16233471,1.19379424,1.47162232,1.61524405,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14600.0,175200.0,773.8,135.85,267.75,148.2,1325.6,773.8,135.85,267.75,61.75,1239.15,13274.4,2514.12,17.22,10760.28,820.63,1182.06,1468.62,3471.31,9803.09,15839.15,2564.75,5078.87,6036.06,0.09079452,0.08487329,0.16192472,1.19321024,1.47200166,1.61573035,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14700.0,176400.0,779.1,135.85,267.75,148.2,1330.9,779.1,135.85,267.75,61.75,1244.45,13369.1,2543.1,17.3,10826.0,831.63,1191.63,1480.51,3503.77,9865.33,15944.45,2575.35,5118.45,6079.12,0.09053741,0.08465646,0.16152015,1.19263451,1.47279235,1.61621051,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14800.0,177600.0,784.4,135.85,267.75,148.2,1336.2,784.4,135.85,267.75,61.75,1249.75,13463.8,2569.28,17.36,10894.52,842.63,1201.2,1492.4,3536.23,9927.57,16049.75,2585.95,5155.23,6122.18,0.09028378,0.08444257,0.16112089,1.19206688,1.47319478,1.61668465,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,14900.0,178800.0,789.7,135.85,267.75,148.2,1341.5,789.7,135.85,267.75,61.75,1255.05,13558.5,2598.56,17.44,10959.94,853.63,1210.77,1504.29,3568.69,9989.81,16155.05,2596.55,5195.11,6165.24,0.09003356,0.08423154,0.16072683,1.19150717,1.47400898,1.61715288,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15000.0,180000.0,795.0,135.85,267.75,148.2,1346.8,795.0,135.85,267.75,61.75,1260.35,13653.2,2623.5,17.49,11029.7,864.63,1220.34,1516.18,3601.15,10052.05,16260.35,2607.15,5230.65,6208.3,0.08978667,0.08402333,0.16033788,1.19095523,1.47423321,1.61761531,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15100.0,181200.0,800.3,135.85,267.75,148.2,1352.1,800.3,135.85,267.75,61.75,1265.65,13747.9,2653.07,17.57,11094.83,875.63,1229.91,1528.07,3633.61,10114.29,16365.65,2617.75,5270.82,6251.36,0.08954305,0.08381788,0.15995393,1.1904109,1.47506992,1.61807205,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15200.0,182400.0,805.6,135.85,267.75,148.2,1357.4,805.6,135.85,267.75,61.75,1270.95,13842.6,2681.28,17.64,11161.32,886.63,1239.48,1539.96,3666.07,10176.53,16470.95,2628.35,5309.63,6294.42,0.08930263,0.08361513,0.15957489,1.18987401,1.47571703,1.61852321,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15300.0,183600.0,810.9,135.85,267.75,148.2,1362.7,810.9,135.85,267.75,61.75,1276.25,13937.3,2708.1,17.7,11229.2,897.63,1249.05,1551.85,3698.53,10238.77,16576.25,2638.95,5347.05,6337.48,0.08906536,0.08341503,0.15920066,1.18934442,1.47617373,1.61896888,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15400.0,184800.0,816.2,135.85,267.75,148.2,1368.0,816.2,135.85,267.75,61.75,1281.55,14032.0,2736.58,17.77,11295.42,908.63,1258.62,1563.74,3730.99,10301.01,16681.55,2649.55,5386.13,6380.54,0.08883117,0.08321753,0.15883116,1.18882198,1.47684194,1.61940916,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15500.0,186000.0,821.5,135.85,267.75,148.2,1373.3,821.5,135.85,267.75,61.75,1286.85,14126.7,2763.65,17.83,11363.05,921.28,1268.19,1575.63,3765.1,10361.6,16786.85,2660.15,5423.8,6425.25,0.0886,0.08302258,0.1584663,1.18830654,1.47731903,1.62010211,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15600.0,187200.0,826.8,135.85,267.75,148.2,1378.6,826.8,135.85,267.75,61.75,1292.15,14221.4,2792.4,17.9,11429.0,934.48,1277.76,1587.52,3799.76,10421.64,16892.15,2670.75,5463.15,6470.51,0.08837179,0.08283013,0.15810598,1.18779797,1.4780077,1.62087253,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15700.0,188400.0,832.1,135.85,267.75,148.2,1383.9,832.1,135.85,267.75,61.75,1297.45,14316.1,2818.15,17.95,11497.95,947.68,1287.33,1599.41,3834.42,10481.68,16997.45,2681.35,5499.5,6515.77,0.0881465,0.08264013,0.15775013,1.18729612,1.47830265,1.62163413,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15800.0,189600.0,837.4,135.85,267.75,148.2,1389.2,837.4,135.85,267.75,61.75,1302.75,14410.8,2847.16,18.02,11563.64,960.88,1296.9,1611.3,3869.08,10541.72,17102.75,2691.95,5539.11,6561.03,0.08792405,0.08245253,0.15739866,1.18680087,1.47901093,1.62238705,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,AR,Appenzell Rhodes-Extérieures,Appenzell Ausserrhoden,Herisau,15900.0,190800.0,842.7,135.85,267.75,148.2,1394.5,842.7,135.85,267.75,61.75,1308.05,14505.5,2876.31,18.09,11629.19,974.08,1306.47,1623.19,3903.74,10601.76,17208.05,2702.55,5578.86,6606.29,0.0877044,0.0822673,0.1570515,1.18631209,1.47972903,1.62313144,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__ar__single_no_child_standard_lpp
