source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,employee_csg_crds_monthly_eur,employee_old_age_monthly_eur,employee_retirement_complementary_ceg_cet_monthly_eur,employee_other_monthly_eur,employer_old_age_monthly_eur,employer_retirement_complementary_ceg_cet_monthly_eur,employer_health_monthly_eur,employer_family_monthly_eur,employer_unemployment_monthly_eur,employer_ags_monthly_eur,employer_atmp_monthly_eur,employer_fnal_monthly_eur,employer_csa_monthly_eur,employer_training_monthly_eur,employer_apprenticeship_tax_monthly_eur,employer_social_dialogue_monthly_eur,employer_other_monthly_eur,employer_contributions_before_relief_monthly_eur,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.2,2240.42,1718.65,2704.07,521.77,463.65,985.42,0.2329,0.2069,0.3644,1.5734,522.24,0.2331,0.1931,218.72,163.55,89.84,49.66,238.83,134.65,291.25,117.62,95.22,5.6,22.4,2.24,6.72,12.32,9.86,0.36,48.81,985.89,985.42,463.65,521.77,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.21,2259.09,1733.15,2738.18,525.94,479.09,1005.03,0.2328,0.2121,0.367,1.5799,514.85,0.2279,0.188,220.52,164.91,90.59,49.91,240.82,135.77,293.68,118.6,96.01,5.65,22.59,2.26,6.78,12.42,9.94,0.36,49.05,993.94,1005.03,479.09,525.94,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.22,2277.76,1747.66,2772.26,530.1,494.5,1024.61,0.2327,0.2171,0.3696,1.5863,507.48,0.2228,0.1831,222.33,166.28,91.34,50.16,242.81,136.89,296.11,119.58,96.8,5.69,22.78,2.28,6.83,12.53,10.02,0.36,49.29,1001.99,1024.61,494.5,530.1,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.23,2296.43,1762.16,2806.07,534.27,509.64,1043.91,0.2327,0.2219,0.372,1.5924,500.39,0.2179,0.1783,224.14,167.64,92.09,50.4,244.8,138.02,298.54,120.56,97.6,5.74,22.96,2.3,6.89,12.63,10.1,0.37,49.53,1010.04,1043.91,509.64,534.27,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.24,2315.1,1776.67,2839.84,538.43,524.74,1063.17,0.2326,0.2267,0.3744,1.5984,493.35,0.2131,0.1737,225.94,169.0,92.84,50.65,246.79,139.14,300.96,121.54,98.39,5.79,23.15,2.32,6.95,12.73,10.19,0.37,49.77,1018.09,1063.17,524.74,538.43,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.25,2333.78,1791.18,2873.56,542.6,539.78,1082.38,0.2325,0.2313,0.3767,1.6043,486.36,0.2084,0.1693,227.75,170.37,93.58,50.9,248.78,140.26,303.39,122.52,99.19,5.83,23.34,2.33,7.0,12.84,10.27,0.37,50.01,1026.14,1082.38,539.78,542.6,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.26,2352.45,1805.68,2906.97,546.77,554.52,1101.29,0.2324,0.2357,0.3788,1.6099,479.66,0.2039,0.165,229.56,171.73,94.33,51.15,250.77,141.38,305.82,123.5,99.98,5.88,23.52,2.35,7.06,12.94,10.35,0.38,50.25,1034.19,1101.29,554.52,546.77,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.27,2371.12,1820.19,2940.32,550.93,569.2,1120.13,0.2324,0.2401,0.381,1.6154,473.04,0.1995,0.1609,231.36,173.09,95.08,51.39,252.76,142.5,308.25,124.48,100.77,5.93,23.71,2.37,7.11,13.04,10.43,0.38,50.49,1042.24,1120.13,569.2,550.93,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.28,2389.79,1834.69,2973.59,555.1,583.8,1138.9,0.2323,0.2443,0.383,1.6208,466.49,0.1952,0.1569,233.17,174.45,95.83,51.64,254.75,143.63,310.67,125.46,101.57,5.97,23.9,2.39,7.17,13.14,10.52,0.38,50.73,1050.29,1138.9,583.8,555.1,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.29,2408.46,1849.2,3006.78,559.26,598.32,1157.58,0.2322,0.2484,0.385,1.626,460.02,0.191,0.153,234.98,175.82,96.58,51.89,256.74,144.75,313.1,126.44,102.36,6.02,24.08,2.41,7.23,13.25,10.6,0.39,50.97,1058.34,1157.58,598.32,559.26,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.3,2427.13,1863.7,3039.88,563.43,612.75,1176.18,0.2321,0.2525,0.3869,1.6311,453.63,0.1869,0.1492,236.78,177.18,97.33,52.14,258.73,145.87,315.53,127.42,103.15,6.07,24.27,2.43,7.28,13.35,10.68,0.39,51.21,1066.38,1176.18,612.75,563.43,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.31,2445.8,1878.21,3072.9,567.59,627.1,1194.69,0.2321,0.2564,0.3888,1.6361,447.34,0.1829,0.1456,238.59,178.54,98.08,52.38,260.72,146.99,317.95,128.4,103.95,6.11,24.46,2.45,7.34,13.45,10.76,0.39,51.45,1074.43,1194.69,627.1,567.59,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.32,2464.47,1892.71,3105.81,571.76,641.34,1213.1,0.232,0.2602,0.3906,1.6409,441.14,0.179,0.142,240.4,179.91,98.83,52.63,262.71,148.11,320.38,129.38,104.74,6.16,24.64,2.46,7.39,13.55,10.84,0.39,51.69,1082.48,1213.1,641.34,571.76,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.33,2483.14,1907.22,3138.63,575.92,655.49,1231.41,0.2319,0.264,0.3923,1.6457,435.05,0.1752,0.1386,242.2,181.27,99.57,52.88,264.7,149.24,322.81,130.36,105.53,6.21,24.83,2.48,7.45,13.66,10.93,0.4,51.93,1090.53,1231.41,655.49,575.92,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.34,2501.81,1921.72,3171.33,580.09,669.52,1249.61,0.2319,0.2676,0.394,1.6503,429.06,0.1715,0.1353,244.01,182.63,100.32,53.12,266.69,150.36,325.24,131.35,106.33,6.25,25.02,2.5,7.51,13.76,11.01,0.4,52.17,1098.58,1249.61,669.52,580.09,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.35,2520.48,1936.23,3203.92,584.25,683.44,1267.69,0.2318,0.2712,0.3957,1.6547,423.19,0.1679,0.1321,245.82,184.0,101.07,53.37,268.68,151.48,327.66,132.33,107.12,6.3,25.2,2.52,7.56,13.86,11.09,0.4,52.41,1106.63,1267.69,683.44,584.25,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.36,2539.15,1950.73,3236.39,588.42,697.24,1285.66,0.2317,0.2746,0.3973,1.6591,417.44,0.1644,0.129,247.62,185.36,101.82,53.62,270.67,152.6,330.09,133.31,107.91,6.35,25.39,2.54,7.62,13.97,11.17,0.41,52.65,1114.68,1285.66,697.24,588.42,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.37,2557.82,1965.24,3268.74,592.58,710.92,1303.5,0.2317,0.2779,0.3988,1.6633,411.81,0.161,0.126,249.43,186.72,102.57,53.87,272.66,153.72,332.52,134.29,108.71,6.39,25.58,2.56,7.67,14.07,11.25,0.41,52.89,1122.73,1303.5,710.92,592.58,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.38,2576.49,1979.74,3301.21,596.75,724.72,1321.47,0.2316,0.2813,0.4003,1.6675,406.05,0.1576,0.123,251.23,188.08,103.32,54.11,274.65,154.85,334.94,135.27,109.5,6.44,25.76,2.58,7.73,14.17,11.34,0.41,53.13,1130.78,1321.47,724.72,596.75,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.39,2595.16,1994.25,3333.29,600.91,738.13,1339.05,0.2316,0.2844,0.4017,1.6715,400.69,0.1544,0.1202,253.04,189.45,104.07,54.36,276.64,155.97,337.37,136.25,110.29,6.49,25.95,2.6,7.79,14.27,11.42,0.42,53.37,1138.83,1339.05,738.13,600.91,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.4,2613.83,2008.75,3365.49,605.08,751.66,1356.74,0.2315,0.2876,0.4031,1.6754,395.21,0.1512,0.1174,254.85,190.81,104.81,54.61,278.63,157.09,339.8,137.23,111.09,6.53,26.14,2.61,7.84,14.38,11.5,0.42,53.61,1146.87,1356.74,751.66,605.08,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.41,2632.5,2023.26,3397.55,609.24,765.05,1374.29,0.2314,0.2906,0.4045,1.6792,389.87,0.1481,0.1148,256.65,192.17,105.56,54.85,280.62,158.21,342.23,138.21,111.88,6.58,26.32,2.63,7.9,14.48,11.58,0.42,53.85,1154.92,1374.29,765.05,609.24,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.42,2651.17,2037.76,3429.46,613.41,778.29,1391.7,0.2314,0.2936,0.4058,1.683,384.68,0.1451,0.1122,258.46,193.54,106.31,55.1,282.61,159.34,344.65,139.19,112.67,6.63,26.51,2.65,7.95,14.58,11.67,0.42,54.09,1162.97,1391.7,778.29,613.41,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.43,2669.84,2052.27,3461.48,617.57,791.64,1409.21,0.2313,0.2965,0.4071,1.6867,379.38,0.1421,0.1096,260.27,194.9,107.06,55.35,284.6,160.46,347.08,140.17,113.47,6.67,26.7,2.67,8.01,14.68,11.75,0.43,54.33,1171.02,1409.21,791.64,617.57,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.44,2688.51,2066.77,3493.34,621.74,804.83,1426.57,0.2313,0.2994,0.4084,1.6902,374.24,0.1392,0.1071,262.07,196.26,107.81,55.6,286.6,161.58,349.51,141.15,114.26,6.72,26.89,2.69,8.07,14.79,11.83,0.43,54.57,1179.07,1426.57,804.83,621.74,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.45,2707.18,2081.27,3525.04,625.91,817.86,1443.77,0.2312,0.3021,0.4096,1.6937,369.26,0.1364,0.1048,263.88,197.62,108.56,55.84,288.59,162.7,351.93,142.13,115.06,6.77,27.07,2.71,8.12,14.89,11.91,0.43,54.81,1187.12,1443.77,817.86,625.91,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.46,2725.85,2095.78,3556.57,630.07,830.72,1460.79,0.2311,0.3048,0.4107,1.697,364.45,0.1337,0.1025,265.69,198.99,109.31,56.09,290.58,163.82,354.36,143.11,115.85,6.81,27.26,2.73,8.18,14.99,11.99,0.44,55.05,1195.17,1460.79,830.72,630.07,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.47,2744.52,2110.28,3588.21,634.24,843.69,1477.92,0.2311,0.3074,0.4119,1.7003,359.53,0.131,0.1002,267.49,200.35,110.06,56.34,292.57,164.95,356.79,144.09,116.64,6.86,27.45,2.74,8.23,15.09,12.08,0.44,55.29,1203.22,1477.92,843.69,634.24,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.48,2763.19,2124.79,3619.66,638.4,856.47,1494.87,0.231,0.31,0.413,1.7035,354.79,0.1284,0.098,269.3,201.71,110.8,56.58,294.56,166.07,359.21,145.07,117.44,6.91,27.63,2.76,8.29,15.2,12.16,0.44,55.53,1211.27,1494.87,856.47,638.4,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.49,2781.86,2139.29,3651.22,642.57,869.36,1511.92,0.231,0.3125,0.4141,1.7067,349.96,0.1258,0.0958,271.11,203.08,111.55,56.83,296.55,167.19,361.64,146.05,118.23,6.95,27.82,2.78,8.35,15.3,12.24,0.45,55.77,1219.32,1511.92,869.36,642.57,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.5,2800.53,2153.8,3682.59,646.73,882.06,1528.79,0.2309,0.315,0.4151,1.7098,345.31,0.1233,0.0938,272.91,204.44,112.3,57.08,298.54,168.31,364.07,147.03,119.02,7.0,28.01,2.8,8.4,15.4,12.32,0.45,56.01,1227.36,1528.79,882.06,646.73,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.51,2819.2,2168.3,3713.77,650.9,894.57,1545.47,0.2309,0.3173,0.4161,1.7128,340.84,0.1209,0.0918,274.72,205.8,113.05,57.33,300.53,169.43,366.5,148.01,119.82,7.05,28.19,2.82,8.46,15.51,12.4,0.45,56.25,1235.41,1545.47,894.57,650.9,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.52,2837.87,2182.81,3745.04,655.06,907.17,1562.24,0.2308,0.3197,0.4171,1.7157,336.29,0.1185,0.0898,276.53,207.16,113.8,57.57,302.52,170.56,368.92,148.99,120.61,7.09,28.38,2.84,8.51,15.61,12.49,0.45,56.5,1243.46,1562.24,907.17,655.06,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.53,2856.54,2197.31,3776.12,659.23,919.58,1578.81,0.2308,0.3219,0.4181,1.7185,331.93,0.1162,0.0879,278.33,208.53,114.55,57.82,304.51,171.68,371.35,149.97,121.4,7.14,28.57,2.86,8.57,15.71,12.57,0.46,56.74,1251.51,1578.81,919.58,659.23,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.54,2875.21,2211.82,3807.28,663.39,932.07,1595.47,0.2307,0.3242,0.4191,1.7213,327.49,0.1139,0.086,280.14,209.89,115.3,58.07,306.5,172.8,373.78,150.95,122.2,7.19,28.75,2.88,8.63,15.81,12.65,0.46,56.98,1259.56,1595.47,932.07,663.39,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.55,2893.88,2226.32,3838.24,667.56,944.36,1611.92,0.2307,0.3263,0.42,1.724,323.25,0.1117,0.0842,281.94,211.25,116.04,58.31,308.49,173.92,376.2,151.93,122.99,7.23,28.94,2.89,8.68,15.92,12.73,0.46,57.22,1267.61,1611.92,944.36,667.56,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.56,2912.55,2240.83,3869.28,671.72,956.73,1628.46,0.2306,0.3285,0.4209,1.7267,318.92,0.1095,0.0824,283.75,212.62,116.79,58.56,310.48,175.04,378.63,152.91,123.78,7.28,29.13,2.91,8.74,16.02,12.82,0.47,57.46,1275.66,1628.46,956.73,671.72,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.57,2931.22,2255.33,3900.11,675.89,968.89,1644.78,0.2306,0.3305,0.4217,1.7293,314.81,0.1074,0.0807,285.56,213.98,117.54,58.81,312.47,176.17,381.06,153.89,124.58,7.33,29.31,2.93,8.79,16.12,12.9,0.47,57.7,1283.71,1644.78,968.89,675.89,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.58,2949.89,2269.84,3931.02,680.05,981.13,1661.19,0.2305,0.3326,0.4226,1.7319,310.62,0.1053,0.079,287.36,215.34,118.29,59.06,314.46,177.29,383.49,154.87,125.37,7.37,29.5,2.95,8.85,16.22,12.98,0.47,57.94,1291.76,1661.19,981.13,680.05,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.59,2968.56,2284.34,3961.71,684.22,993.15,1677.37,0.2305,0.3346,0.4234,1.7343,306.65,0.1033,0.0774,289.17,216.7,119.04,59.3,316.45,178.41,385.91,155.85,126.16,7.42,29.69,2.97,8.91,16.33,13.06,0.47,58.18,1299.81,1677.37,993.15,684.22,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.6,2987.23,2298.85,3992.48,688.38,1005.25,1693.63,0.2304,0.3365,0.4242,1.7367,302.61,0.1013,0.0758,290.98,218.07,119.79,59.55,318.44,179.53,388.34,156.83,126.96,7.47,29.87,2.99,8.96,16.43,13.14,0.48,58.42,1307.85,1693.63,1005.25,688.38,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.61,3005.9,2313.35,4023.32,692.55,1017.42,1709.97,0.2304,0.3385,0.425,1.7392,298.49,0.0993,0.0742,292.78,219.43,120.54,59.8,320.43,180.65,390.77,157.81,127.75,7.51,30.06,3.01,9.02,16.53,13.23,0.48,58.66,1315.9,1709.97,1017.42,692.55,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.62,3024.57,2327.86,4053.93,696.71,1029.36,1726.07,0.2304,0.3403,0.4258,1.7415,294.59,0.0974,0.0727,294.59,220.79,121.29,60.05,322.42,181.78,393.19,158.79,128.54,7.56,30.25,3.02,9.07,16.64,13.31,0.48,58.9,1323.95,1726.07,1029.36,696.71,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.63,3043.24,2342.36,4084.31,700.88,1041.07,1741.95,0.2303,0.3421,0.4265,1.7437,290.93,0.0956,0.0712,296.4,222.16,122.03,60.29,324.41,182.9,395.62,159.77,129.34,7.61,30.43,3.04,9.13,16.74,13.39,0.49,59.14,1332.0,1741.95,1041.07,700.88,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.64,3061.91,2356.87,4114.75,705.04,1052.84,1757.89,0.2303,0.3439,0.4272,1.7459,287.21,0.0938,0.0698,298.2,223.52,122.78,60.54,326.4,184.02,398.05,160.75,130.13,7.65,30.62,3.06,9.19,16.84,13.47,0.49,59.38,1340.05,1757.89,1052.84,705.04,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.65,3080.58,2371.37,4145.27,709.21,1064.69,1773.9,0.2302,0.3456,0.4279,1.748,283.41,0.092,0.0684,300.01,224.88,123.53,60.79,328.39,185.14,400.48,161.73,130.92,7.7,30.81,3.08,9.24,16.94,13.55,0.49,59.62,1348.1,1773.9,1064.69,709.21,8,26,35,ok,
mon-entreprise,api/v1/evaluate,cadre__alsace_moselle__atmp_1,Cadre · Alsace-Moselle · AT/MP 1 %,Executive · Alsace-Moselle · AT/MP 1%,cadre,alsace_moselle,atmp_1,salarié . cotisations . exonérations . RGDU,1.66,3099.25,2385.88,4175.54,713.37,1076.29,1789.66,0.2302,0.3473,0.4286,1.7501,279.86,0.0903,0.067,301.82,226.25,124.28,61.03,330.38,186.26,402.9,162.71,131.72,7.75,30.99,3.1,9.3,17.05,13.64,0.5,59.86,1356.15,1789.66,1076.29,713.37,8,26,35,ok,
