source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,employee_csg_crds_monthly_eur,employee_old_age_monthly_eur,employee_retirement_complementary_ceg_cet_monthly_eur,employee_other_monthly_eur,employer_old_age_monthly_eur,employer_retirement_complementary_ceg_cet_monthly_eur,employer_health_monthly_eur,employer_family_monthly_eur,employer_unemployment_monthly_eur,employer_ags_monthly_eur,employer_atmp_monthly_eur,employer_fnal_monthly_eur,employer_csa_monthly_eur,employer_training_monthly_eur,employer_apprenticeship_tax_monthly_eur,employer_social_dialogue_monthly_eur,employer_other_monthly_eur,employer_contributions_before_relief_monthly_eur,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.11,2072.39,1615.05,2388.78,457.34,316.39,773.74,0.2207,0.1527,0.3239,1.4791,594.57,0.2869,0.2489,202.46,151.28,83.1,20.5,220.92,124.55,269.41,108.8,88.08,5.18,13.26,2.07,6.22,11.4,14.09,0.33,46.65,910.96,773.74,316.39,457.34,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.12,2091.06,1629.79,2424.13,461.27,333.07,794.34,0.2206,0.1593,0.3277,1.4874,585.92,0.2802,0.2417,204.27,152.65,83.85,20.5,222.91,125.67,271.84,109.78,88.87,5.23,13.38,2.09,6.27,11.5,14.22,0.33,46.89,918.99,794.34,333.07,461.27,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.13,2109.73,1644.54,2459.31,465.19,349.58,814.77,0.2205,0.1657,0.3313,1.4954,577.43,0.2737,0.2348,206.07,154.01,84.6,20.51,224.9,126.79,274.26,110.76,89.66,5.27,13.5,2.11,6.33,11.6,14.35,0.34,47.13,927.02,814.77,349.58,465.19,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.14,2128.4,1659.29,2494.31,469.11,365.91,835.02,0.2204,0.1719,0.3348,1.5032,569.13,0.2674,0.2282,207.88,155.37,85.35,20.51,226.89,127.92,276.69,111.74,90.46,5.32,13.62,2.13,6.39,11.71,14.47,0.34,47.37,935.04,835.02,365.91,469.11,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.15,2147.07,1674.04,2529.11,473.03,382.04,855.07,0.2203,0.1779,0.3381,1.5108,561.03,0.2613,0.2218,209.69,156.74,86.1,20.52,228.88,129.04,279.12,112.72,91.25,5.37,13.74,2.15,6.44,11.81,14.6,0.34,47.61,943.07,855.07,382.04,473.03,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.16,2165.74,1688.78,2563.92,476.96,398.18,875.14,0.2202,0.1839,0.3413,1.5182,552.91,0.2553,0.2157,211.49,158.1,86.85,20.52,230.87,130.16,281.55,113.7,92.04,5.41,13.86,2.17,6.5,11.91,14.73,0.35,47.85,951.09,875.14,398.18,476.96,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.17,2184.41,1703.53,2598.52,480.88,414.11,894.99,0.2201,0.1896,0.3444,1.5254,545.01,0.2495,0.2097,213.3,159.46,87.59,20.52,232.86,131.28,283.97,114.68,92.84,5.46,13.98,2.18,6.55,12.01,14.85,0.35,48.09,959.12,894.99,414.11,480.88,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.18,2203.08,1718.28,2632.9,484.8,429.82,914.62,0.2201,0.1951,0.3474,1.5323,537.33,0.2439,0.2041,215.1,160.82,88.34,20.53,234.85,132.41,286.4,115.66,93.63,5.51,14.1,2.2,6.61,12.12,14.98,0.35,48.33,967.15,914.62,429.82,484.8,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.19,2221.75,1733.03,2667.26,488.72,445.51,934.23,0.22,0.2005,0.3503,1.5391,529.67,0.2384,0.1986,216.91,162.19,89.09,20.53,236.84,133.53,288.83,116.64,94.42,5.55,14.22,2.22,6.67,12.22,15.11,0.36,48.57,975.17,934.23,445.51,488.72,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.2,2240.42,1747.77,2701.38,492.65,460.96,953.61,0.2199,0.2057,0.353,1.5456,522.24,0.2331,0.1933,218.72,163.55,89.84,20.54,238.83,134.65,291.25,117.62,95.22,5.6,14.34,2.24,6.72,12.32,15.23,0.36,48.81,983.2,953.61,460.96,492.65,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.21,2259.09,1762.52,2735.47,496.57,476.38,972.95,0.2198,0.2109,0.3557,1.552,514.85,0.2279,0.1882,220.52,164.91,90.59,20.54,240.82,135.77,293.68,118.6,96.01,5.65,14.46,2.26,6.78,12.42,15.36,0.36,49.05,991.23,972.95,476.38,496.57,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.22,2277.76,1777.27,2769.53,500.49,491.77,992.26,0.2197,0.2159,0.3583,1.5583,507.48,0.2228,0.1832,222.33,166.28,91.34,20.55,242.81,136.89,296.11,119.58,96.8,5.69,14.58,2.28,6.83,12.53,15.49,0.36,49.29,999.25,992.26,491.77,500.49,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.23,2296.43,1792.02,2803.32,504.41,506.89,1011.3,0.2197,0.2207,0.3608,1.5643,500.39,0.2179,0.1785,224.14,167.64,92.09,20.55,244.8,138.02,298.54,120.56,97.6,5.74,14.7,2.3,6.89,12.63,15.62,0.37,49.53,1007.28,1011.3,506.89,504.41,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.24,2315.1,1806.76,2837.06,508.34,521.96,1030.3,0.2196,0.2255,0.3632,1.5702,493.35,0.2131,0.1739,225.94,169.0,92.84,20.56,246.79,139.14,300.96,121.54,98.39,5.79,14.82,2.32,6.95,12.73,15.74,0.37,49.77,1015.31,1030.3,521.96,508.34,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.25,2333.78,1821.52,2870.76,512.26,536.98,1049.24,0.2195,0.2301,0.3655,1.576,486.36,0.2084,0.1694,227.75,170.37,93.58,20.56,248.78,140.26,303.39,122.52,99.19,5.83,14.94,2.33,7.0,12.84,15.87,0.37,50.01,1023.34,1049.24,536.98,512.26,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.26,2352.45,1836.27,2904.15,516.18,551.7,1067.88,0.2194,0.2345,0.3677,1.5816,479.66,0.2039,0.1652,229.56,171.73,94.33,20.56,250.77,141.38,305.82,123.5,99.98,5.88,15.06,2.35,7.06,12.94,16.0,0.38,50.25,1031.37,1067.88,551.7,516.18,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.27,2371.12,1851.01,2937.47,520.11,566.35,1086.46,0.2194,0.2389,0.3699,1.587,473.04,0.1995,0.161,231.36,173.09,95.08,20.57,252.76,142.5,308.25,124.48,100.77,5.93,15.18,2.37,7.11,13.04,16.12,0.38,50.49,1039.39,1086.46,566.35,520.11,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.28,2389.79,1865.76,2970.72,524.03,580.93,1104.96,0.2193,0.2431,0.372,1.5922,466.49,0.1952,0.157,233.17,174.45,95.83,20.57,254.75,143.63,310.67,125.46,101.57,5.97,15.29,2.39,7.17,13.14,16.25,0.38,50.73,1047.42,1104.96,580.93,524.03,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.29,2408.46,1880.51,3003.89,527.95,595.43,1123.38,0.2192,0.2472,0.374,1.5974,460.02,0.191,0.1531,234.98,175.82,96.58,20.58,256.74,144.75,313.1,126.44,102.36,6.02,15.41,2.41,7.23,13.25,16.38,0.39,50.97,1055.45,1123.38,595.43,527.95,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.3,2427.13,1895.26,3036.97,531.87,609.84,1141.72,0.2191,0.2513,0.3759,1.6024,453.63,0.1869,0.1494,236.78,177.18,97.33,20.58,258.73,145.87,315.53,127.42,103.15,6.07,15.53,2.43,7.28,13.35,16.5,0.39,51.21,1063.47,1141.72,609.84,531.87,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.31,2445.8,1910.0,3069.96,535.8,624.16,1159.96,0.2191,0.2552,0.3778,1.6073,447.34,0.1829,0.1457,238.59,178.54,98.08,20.59,260.72,146.99,317.95,128.4,103.95,6.11,15.65,2.45,7.34,13.45,16.63,0.39,51.45,1071.5,1159.96,624.16,535.8,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.32,2464.47,1924.75,3102.85,539.72,638.38,1178.1,0.219,0.259,0.3797,1.6121,441.14,0.179,0.1422,240.4,179.91,98.83,20.59,262.71,148.11,320.38,129.38,104.74,6.16,15.77,2.46,7.39,13.55,16.76,0.39,51.69,1079.52,1178.1,638.38,539.72,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.33,2483.14,1939.5,3135.65,543.64,652.51,1196.15,0.2189,0.2628,0.3815,1.6167,435.05,0.1752,0.1387,242.2,181.27,99.57,20.6,264.7,149.24,322.81,130.36,105.53,6.21,15.89,2.48,7.45,13.66,16.89,0.4,51.93,1087.55,1196.15,652.51,543.64,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.34,2501.81,1954.25,3168.33,547.56,666.52,1214.08,0.2189,0.2664,0.3832,1.6213,429.06,0.1715,0.1354,244.01,182.63,100.32,20.6,266.69,150.36,325.24,131.35,106.33,6.25,16.01,2.5,7.51,13.76,17.01,0.4,52.17,1095.58,1214.08,666.52,547.56,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.35,2520.48,1968.99,3200.9,551.49,680.42,1231.9,0.2188,0.27,0.3849,1.6257,423.19,0.1679,0.1322,245.82,184.0,101.07,20.6,268.68,151.48,327.66,132.33,107.12,6.3,16.13,2.52,7.56,13.86,17.14,0.4,52.41,1103.6,1231.9,680.42,551.49,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.36,2539.15,1983.74,3233.35,555.41,694.2,1249.6,0.2187,0.2734,0.3865,1.6299,417.44,0.1644,0.1291,247.62,185.36,101.82,20.61,270.67,152.6,330.09,133.31,107.91,6.35,16.25,2.54,7.62,13.97,17.27,0.41,52.65,1111.63,1249.6,694.2,555.41,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.37,2557.82,1998.49,3265.67,559.33,707.85,1267.18,0.2187,0.2767,0.388,1.6341,411.81,0.161,0.1261,249.43,186.72,102.57,20.61,272.66,153.72,332.52,134.29,108.71,6.39,16.37,2.56,7.67,14.07,17.39,0.41,52.89,1119.66,1267.18,707.85,559.33,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.38,2576.49,2013.24,3298.12,563.25,721.63,1284.88,0.2186,0.2801,0.3896,1.6382,406.05,0.1576,0.1231,251.23,188.08,103.32,20.62,274.65,154.85,334.94,135.27,109.5,6.44,16.49,2.58,7.73,14.17,17.52,0.41,53.13,1127.68,1284.88,721.63,563.25,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.39,2595.16,2027.98,3330.18,567.18,735.02,1302.2,0.2186,0.2832,0.391,1.6421,400.69,0.1544,0.1203,253.04,189.45,104.07,20.62,276.64,155.97,337.37,136.25,110.29,6.49,16.61,2.6,7.79,14.27,17.65,0.42,53.37,1135.71,1302.2,735.02,567.18,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.4,2613.83,2042.73,3362.36,571.1,748.53,1319.63,0.2185,0.2864,0.3925,1.646,395.21,0.1512,0.1175,254.85,190.81,104.81,20.63,278.63,157.09,339.8,137.23,111.09,6.53,16.73,2.61,7.84,14.38,17.77,0.42,53.61,1143.74,1319.63,748.53,571.1,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.41,2632.5,2057.48,3394.39,575.02,761.89,1336.91,0.2184,0.2894,0.3939,1.6498,389.87,0.1481,0.1149,256.65,192.17,105.56,20.63,280.62,158.21,342.23,138.21,111.88,6.58,16.85,2.63,7.9,14.48,17.9,0.42,53.85,1151.76,1336.91,761.89,575.02,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.42,2651.17,2072.23,3426.28,578.94,775.11,1354.05,0.2184,0.2924,0.3952,1.6534,384.68,0.1451,0.1123,258.46,193.54,106.31,20.64,282.61,159.34,344.65,139.19,112.67,6.63,16.97,2.65,7.95,14.58,18.03,0.42,54.09,1159.79,1354.05,775.11,578.94,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.43,2669.84,2086.97,3458.27,582.87,788.43,1371.3,0.2183,0.2953,0.3965,1.6571,379.38,0.1421,0.1097,260.27,194.9,107.06,20.64,284.6,160.46,347.08,140.17,113.47,6.67,17.09,2.67,8.01,14.68,18.15,0.43,54.33,1167.82,1371.3,788.43,582.87,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.44,2688.51,2101.72,3490.11,586.79,801.6,1388.39,0.2183,0.2982,0.3978,1.6606,374.24,0.1392,0.1072,262.07,196.26,107.81,20.65,286.6,161.58,349.51,141.15,114.26,6.72,17.21,2.69,8.07,14.79,18.28,0.43,54.57,1175.84,1388.39,801.6,586.79,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.45,2707.18,2116.47,3521.79,590.71,814.61,1405.32,0.2182,0.3009,0.399,1.664,369.26,0.1364,0.1048,263.88,197.62,108.56,20.65,288.59,162.7,351.93,142.13,115.06,6.77,17.33,2.71,8.12,14.89,18.41,0.43,54.81,1183.87,1405.32,814.61,590.71,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.46,2725.85,2131.22,3553.3,594.63,827.45,1422.09,0.2181,0.3036,0.4002,1.6673,364.45,0.1337,0.1026,265.69,198.99,109.31,20.65,290.58,163.82,354.36,143.11,115.85,6.81,17.45,2.73,8.18,14.99,18.54,0.44,55.05,1191.9,1422.09,827.45,594.63,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.47,2744.52,2145.96,3584.91,598.56,840.39,1438.95,0.2181,0.3062,0.4014,1.6705,359.53,0.131,0.1003,267.49,200.35,110.06,20.66,292.57,164.95,356.79,144.09,116.64,6.86,17.56,2.74,8.23,15.09,18.66,0.44,55.29,1199.92,1438.95,840.39,598.56,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.48,2763.19,2160.71,3616.35,602.48,853.16,1455.64,0.218,0.3088,0.4025,1.6737,354.79,0.1284,0.0981,269.3,201.71,110.8,20.66,294.56,166.07,359.21,145.07,117.44,6.91,17.68,2.76,8.29,15.2,18.79,0.44,55.53,1207.95,1455.64,853.16,602.48,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.49,2781.86,2175.46,3647.88,606.4,866.02,1472.42,0.218,0.3113,0.4036,1.6768,349.96,0.1258,0.0959,271.11,203.08,111.55,20.67,296.55,167.19,361.64,146.05,118.23,6.95,17.8,2.78,8.35,15.3,18.92,0.45,55.77,1215.98,1472.42,866.02,606.4,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.5,2800.53,2190.21,3679.23,610.32,878.7,1489.02,0.2179,0.3138,0.4047,1.6799,345.31,0.1233,0.0939,272.91,204.44,112.3,20.67,298.54,168.31,364.07,147.03,119.02,7.0,17.92,2.8,8.4,15.4,19.04,0.45,56.01,1224.0,1489.02,878.7,610.32,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.51,2819.2,2204.95,3710.39,614.25,891.19,1505.44,0.2179,0.3161,0.4057,1.6828,340.84,0.1209,0.0919,274.72,205.8,113.05,20.68,300.53,169.43,366.5,148.01,119.82,7.05,18.04,2.82,8.46,15.51,19.17,0.45,56.25,1232.03,1505.44,891.19,614.25,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.52,2837.87,2219.7,3741.64,618.17,903.77,1521.94,0.2178,0.3185,0.4068,1.6857,336.29,0.1185,0.0899,276.53,207.16,113.8,20.68,302.52,170.56,368.92,148.99,120.61,7.09,18.16,2.84,8.51,15.61,19.3,0.45,56.5,1240.06,1521.94,903.77,618.17,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.53,2856.54,2234.45,3772.69,622.09,916.15,1538.25,0.2178,0.3207,0.4077,1.6884,331.93,0.1162,0.088,278.33,208.53,114.55,20.69,304.51,171.68,371.35,149.97,121.4,7.14,18.28,2.86,8.57,15.71,19.42,0.46,56.74,1248.08,1538.25,916.15,622.09,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.54,2875.21,2249.2,3803.83,626.01,928.62,1554.64,0.2177,0.323,0.4087,1.6912,327.49,0.1139,0.0861,280.14,209.89,115.3,20.69,306.5,172.8,373.78,150.95,122.2,7.19,18.4,2.88,8.63,15.81,19.55,0.46,56.98,1256.11,1554.64,928.62,626.01,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.55,2893.88,2263.94,3834.77,629.94,940.89,1570.83,0.2177,0.3251,0.4096,1.6938,323.25,0.1117,0.0843,281.94,211.25,116.04,20.69,308.49,173.92,376.2,151.93,122.99,7.23,18.52,2.89,8.68,15.92,19.68,0.46,57.22,1264.14,1570.83,940.89,629.94,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.56,2912.55,2278.69,3865.79,633.86,953.24,1587.1,0.2176,0.3273,0.4105,1.6965,318.92,0.1095,0.0825,283.75,212.62,116.79,20.7,310.48,175.04,378.63,152.91,123.78,7.28,18.64,2.91,8.74,16.02,19.81,0.47,57.46,1272.16,1587.1,953.24,633.86,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.57,2931.22,2293.44,3896.6,637.78,965.38,1603.16,0.2176,0.3293,0.4114,1.699,314.81,0.1074,0.0808,285.56,213.98,117.54,20.7,312.47,176.17,381.06,153.89,124.58,7.33,18.76,2.93,8.79,16.12,19.93,0.47,57.7,1280.19,1603.16,965.38,637.78,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.58,2949.89,2308.19,3927.48,641.7,977.59,1619.3,0.2175,0.3314,0.4123,1.7015,310.62,0.1053,0.0791,287.36,215.34,118.29,20.71,314.46,177.29,383.49,154.87,125.37,7.37,18.88,2.95,8.85,16.22,20.06,0.47,57.94,1288.22,1619.3,977.59,641.7,8,27,34,ok,
mon-entreprise,api/v1/evaluate,cadre__standard__fonctions_support,Cadre · Hors Alsace-Moselle · Fonctions support,Executive · Outside Alsace-Moselle · Support functions,cadre,standard,fonctions_support,salarié . cotisations . exonérations . RGDU,1.59,2968.56,2322.93,3958.15,645.63,989.59,1635.22,0.2175,0.3334,0.4131,1.7039,306.65,0.1033,0.0775,289.17,216.7,119.04,20.71,316.45,178.41,385.91,155.85,126.16,7.42,19.0,2.97,8.91,16.33,20.19,0.47,58.18,1296.24,1635.22,989.59,645.63,8,27,34,ok,
