country,country_code,version,effective_from,profile_id,profile_label_fr,profile_label_en,smic_multiple,gross_monthly_eur,ivs_employer_monthly_eur,ivs_employee_monthly_eur,aggiuntivo_1_percent_monthly_eur,naspi_monthly_eur,cigo_monthly_eur,cigs_employer_monthly_eur,cigs_employee_monthly_eur,maternita_monthly_eur,fondo_garanzia_tfr_monthly_eur,cuaf_monthly_eur,inail_monthly_eur,tfr_accrual_monthly_eur,irpef_lorda_annual_eur,detrazione_lavoro_dipendente_annual_eur,ulteriore_detrazione_annual_eur,trattamento_integrativo_annual_eur,addizionale_regionale_annual_eur,addizionale_comunale_annual_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_contribution_rate,employer_contribution_rate,net_before_income_tax_monthly_eur,income_tax_monthly_eur,net_after_income_tax_monthly_eur,employer_cost_monthly_eur,social_wedge_monthly_eur,total_wedge_after_income_tax_monthly_eur,cost_to_net_ratio,cost_to_net_after_income_tax_ratio,delta_gross_monthly_eur,delta_net_before_income_tax_monthly_eur,delta_net_after_income_tax_monthly_eur,delta_employer_cost_monthly_eur,delta_social_wedge_monthly_eur,delta_total_wedge_after_income_tax_monthly_eur,marginal_net_before_income_tax_rate,marginal_net_after_income_tax_rate,marginal_employer_cost_rate,marginal_social_wedge_rate,marginal_total_wedge_after_income_tax_rate
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.61,3726.444337,887.266397,342.460235,0.0,59.995754,74.528887,22.358666,11.179333,17.141644,7.452889,25.339821,18.632222,257.400692,10556.306887,827.059758,0.0,0.0,1347.772786,364.262915,353.639568,1112.716279,0.0949,0.2986,3372.804769,953.440236,2419.364534,5096.561308,1723.756539,2677.196775,1.5110751011756425,2.106570232533567,23.14561700000013,20.94909800000005,11.330986999999823,31.655660000000353,10.70656299999996,20.324674999999843,0.9051000023028088,0.4895521687756157,1.3676740611408276,0.46257410204272803,0.8781219787746306
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.62,3749.589954,892.777368,344.587317,0.0,60.368398,74.991799,22.49754,11.24877,17.248114,7.49918,25.497212,18.74795,258.999454,10639.265315,805.234607,0.0,0.0,1356.144045,366.525418,355.836087,1119.62756,0.09489999999999998,0.2986,3393.753867,963.058348,2430.69552,5128.216968,1734.463101,2697.521449,1.5110751011756427,2.109773489391433,23.14561700000013,20.94909800000005,11.330986000000394,31.655659999999443,10.706562000000076,20.32467399999996,0.9051000023028088,0.4895521255709161,1.3676740611407883,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.63,3772.735571,898.288339,346.714399,0.0,60.741043,75.454711,22.636413,11.318207,17.354584,7.545471,25.654602,18.863678,260.598216,10722.223743,783.409456,0.0,0.0,1364.515305,368.78792,358.032606,1126.538842,0.0949,0.2986,3414.702965,972.676459,2442.026506,5159.872629,1745.169663,2717.846123,1.5110751011756423,2.1129470200697327,23.14561700000013,20.94909800000005,11.330985999999939,31.65566100000069,10.706561999999849,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676741043455662,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.64,3795.881188,903.799311,348.841481,0.0,61.113687,75.917624,22.775287,11.387644,17.461053,7.591762,25.811992,18.979406,262.196978,10805.182171,761.584305,0.0,0.0,1372.886564,371.050423,360.229125,1133.450123,0.0949,0.2986,3435.652063,982.294571,2453.357492,5191.528289,1755.876226,2738.170797,1.5110751011756425,2.116091236445171,23.145616999999675,20.94909800000005,11.330985999999939,31.655659999999443,10.706563000000187,20.324674000000414,0.9051000023028266,0.48955212557090605,1.3676740611408151,0.4625741020427469,0.8781219355699483
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.65,3819.026805,909.310282,350.968563,0.0,61.486332,76.380536,22.914161,11.45708,17.567523,7.638054,25.969382,19.095134,263.79574,10888.140598,739.759154,0.0,0.0,1381.257824,373.312925,362.425644,1140.361404,0.0949,0.29860000000000003,3456.601161,991.912683,2464.688478,5223.183949,1766.582788,2758.495471,1.5110751011756427,2.1192065428203146,23.14561700000013,20.94909800000005,11.330985999999939,31.655660000000353,10.706561999999849,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676740611408276,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.66,3842.172422,914.821254,353.095646,0.0,61.858976,76.843448,23.053035,11.526517,17.673993,7.684345,26.126772,19.210862,265.394502,10971.099026,717.934003,0.0,0.0,1389.629084,375.575428,364.622163,1147.272685,0.0949,0.2986,3477.550259,1001.530795,2476.019465,5254.83961,1777.289351,2778.820145,1.5110751011756425,2.1222933360969067,23.14561700000013,20.94909800000005,11.330986999999823,31.655660999999782,10.70656299999996,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676741043455272,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.67,3865.318039,920.332225,355.222728,0.0,62.23162,77.306361,23.191908,11.595954,17.780463,7.730636,26.284163,19.32659,266.993265,11054.057454,696.108852,0.0,0.0,1398.000343,377.837931,366.818682,1154.183966,0.0949,0.2986,3498.499357,1011.148906,2487.350451,5286.49527,1787.995913,2799.144819,1.5110751011756427,2.1253520059444355,23.14561700000013,20.94909800000005,11.330985999999939,31.655660000000353,10.706562000000076,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676740611408276,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.68,3888.463656,925.843196,357.34981,0.0,62.604265,77.769273,23.330782,11.665391,17.886933,7.776927,26.441553,19.442318,268.592027,11137.015882,674.2837,0.0,0.0,1406.371603,380.100433,369.015201,1161.095248,0.09490000000000001,0.29860000000000003,3519.448455,1020.767018,2498.681437,5318.15093,1798.702475,2819.469493,1.5110751011756425,2.128382934964119,23.145616999999675,20.94909800000005,11.330986000000394,31.655659999999443,10.706562000000076,20.32467399999996,0.9051000023028266,0.4895521255709257,1.3676740611408151,0.4625740588380179,0.8781219355699287
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.69,3911.609273,931.354168,359.476892,0.0,62.976909,78.232185,23.469656,11.734828,17.993403,7.823219,26.598943,19.558046,270.190789,11219.97431,652.458549,0.0,0.0,1414.742862,382.362936,371.21172,1168.006529,0.09489999999999998,0.2986,3540.397553,1030.38513,2510.012423,5349.806591,1809.409038,2839.794167,1.5110751011756427,2.131386498848444,23.14561700000013,20.949097999999594,11.330985999999939,31.655660999999782,10.70656299999996,20.32467399999996,0.9051000023027892,0.48955212557089645,1.3676741043455272,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.7,3934.75489,936.865139,361.603974,0.0,63.349554,78.695098,23.608529,11.804265,18.099872,7.86951,26.756333,19.673774,271.789551,11302.932738,630.633398,0.0,0.0,1423.114122,384.625438,373.408239,1174.91781,0.09489999999999998,0.29860000000000003,3561.346651,1040.003242,2521.343409,5381.462251,1820.1156,2860.118842,1.5110751011756425,2.134363066536409,23.14561700000013,20.94909800000005,11.330985999999939,31.655660000000353,10.706562000000076,20.324674999999843,0.9051000023028088,0.48955212557089645,1.3676740611408276,0.4625740588380088,0.8781219787746306
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.71,3957.900507,942.376111,363.731057,0.0,63.722198,79.15801,23.747403,11.873702,18.206342,7.915801,26.913723,19.789503,273.388313,11385.891166,608.808247,0.0,0.0,1431.485381,386.887941,375.604758,1181.829091,0.0949,0.2986000000000001,3582.295749,1049.621353,2532.674395,5413.117911,1830.822162,2880.443516,1.5110751011756427,2.1373130003645966,23.145616999999675,20.94909800000005,11.330985999999939,31.655660000000353,10.706561999999849,20.32467399999996,0.9051000023028266,0.48955212557090605,1.3676740611408544,0.46257405883800806,0.8781219355699287
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.72,3981.046124,947.887082,365.858139,0.0,64.094843,79.620922,23.886277,11.943138,18.312812,7.962092,27.071114,19.905231,274.987075,11468.849593,586.983096,0.0,0.0,1439.856641,389.150443,377.801277,1188.740373,0.09490000000000001,0.29860000000000003,3603.244847,1059.239465,2544.005382,5444.773571,1841.528725,2900.76819,1.5110751011756425,2.1402366562142072,23.14561700000013,20.94909800000005,11.330986999999823,31.655659999999443,10.70656299999996,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676740611407883,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.73,4004.191741,953.398054,367.985221,0.0,64.467487,80.083835,24.02515,12.012575,18.419282,8.008383,27.228504,20.020959,276.585837,11551.808021,565.157945,0.0,0.0,1448.2279,391.412946,379.997796,1195.651654,0.0949,0.29860000000000003,3624.193945,1068.857577,2555.336368,5476.429232,1852.235287,2921.092864,1.5110751011756427,2.1431343836541874,23.14561700000013,20.94909800000005,11.330986000000394,31.65566100000069,10.706562000000076,20.324674000000414,0.9051000023028088,0.4895521255709161,1.3676741043455662,0.4625740588380088,0.878121935569931
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.74,4027.337358,958.909025,370.112303,0.0,64.840131,80.546747,24.164024,12.082012,18.525752,8.054675,27.385894,20.136687,278.184599,11634.766449,543.332794,0.0,0.0,1456.59916,393.675449,382.194315,1202.562935,0.09489999999999998,0.2986,3645.143043,1078.475689,2566.667354,5508.084892,1862.941849,2941.417538,1.5110751011756425,2.1460065260805545,23.14561700000013,20.94909800000005,11.330985999999939,31.655659999999443,10.706562000000076,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676740611407883,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.75,4050.482975,964.419996,372.239385,0.0,65.212776,81.00966,24.302898,12.151449,18.632222,8.100966,27.543284,20.252415,279.783361,11717.724877,521.507643,0.0,0.0,1464.970419,395.937951,384.390834,1209.474216,0.09489999999999998,0.29860000000000003,3666.092141,1088.0938,2577.99834,5539.740552,1873.648412,2961.742212,1.5110751011756427,2.148853420852065,23.145616999999675,20.94909800000005,11.330985999999939,31.655660000000353,10.70656299999996,20.32467399999996,0.9051000023028266,0.48955212557090605,1.3676740611408544,0.4625741020427371,0.8781219355699287
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.76,4073.628592,969.930968,374.366468,0.0,65.58542,81.472572,24.441772,12.220886,18.738692,8.147257,27.700674,20.368143,281.382123,11800.683305,499.682491,0.0,0.0,1473.341679,398.200454,386.587353,1216.385498,0.0949,0.2986,3687.041239,1097.711912,2589.329326,5571.396213,1884.354974,2982.066886,1.5110751011756423,2.1516753994223006,23.14561700000013,20.94909800000005,11.330985999999939,31.655660999999782,10.706562000000076,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676741043455272,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.77,4096.774209,975.441939,376.49355,0.0,65.958065,81.935484,24.580645,12.290323,18.845161,8.193548,27.858065,20.483871,282.980885,11883.641733,477.85734,0.0,0.0,1481.712938,400.462956,388.783872,1223.296779,0.0949,0.2986000000000001,3707.990337,1107.330024,2600.660313,5603.051873,1895.061536,3002.39156,1.5110751011756425,2.15447278746832,23.14561700000013,20.94909800000005,11.330986999999823,31.655660000000353,10.706561999999849,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676740611408276,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.78,4119.919826,980.952911,378.620632,0.0,66.330709,82.398397,24.719519,12.359759,18.951631,8.23984,28.015455,20.599599,284.579647,11966.600161,456.032189,0.0,0.0,1490.084198,402.725459,390.980391,1230.20806,0.09489999999999997,0.2986,3728.939435,1116.948136,2611.991299,5634.707533,1905.768099,3022.716234,1.5110751011756425,2.1572459050159476,23.14561700000013,20.949097999999594,11.330985999999939,31.655659999999443,10.70656299999996,20.32467399999996,0.9051000023027892,0.48955212557089645,1.3676740611407883,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.79,4143.065443,986.463882,380.747714,0.0,66.703354,82.861309,24.858393,12.429196,19.058101,8.286131,28.172845,20.715327,286.178409,12049.558589,434.207038,0.0,0.0,1498.455458,404.987962,393.176911,1237.119341,0.0949,0.29860000000000003,3749.888532,1126.566247,2623.322285,5666.363194,1916.474661,3043.040909,1.5110751011756427,2.1599950665618244,23.14561700000013,20.949097000000165,11.330986000000394,31.655660999999782,10.706562000000076,20.324674999999843,0.9050999590980896,0.4895521255709161,1.3676741043455272,0.4625740588380088,0.8781219787746306
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.8,4166.21106,991.974853,382.874796,0.0,67.075998,83.324221,24.997266,12.498633,19.164571,8.332422,28.330235,20.831055,287.777171,12132.517016,412.381887,0.0,0.0,1506.826717,407.250464,395.37343,1244.030623,0.09489999999999998,0.2986,3770.83763,1136.184359,2634.653271,5698.018854,1927.181223,3063.365583,1.5110751011756425,2.1627205811923047,23.14561699999922,20.94909800000005,11.330985999999939,31.655660000000353,10.706562000000076,20.32467399999996,0.9051000023028444,0.4895521255709157,1.3676740611408813,0.462574058838027,0.8781219355699459
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.81,4189.356677,997.485825,385.001879,0.0,67.448642,83.787134,25.13614,12.56807,19.271041,8.378713,28.487625,20.946783,289.375933,12215.475444,390.556736,0.0,0.0,1515.197977,409.512967,397.569949,1250.941904,0.09490000000000001,0.2986000000000001,3791.786728,1145.802471,2645.984257,5729.674514,1937.887786,3083.690257,1.5110751011756425,2.1654227526993,23.14561700000013,20.94909800000005,11.330985999999939,31.655660000000353,10.70656299999996,20.324674000000414,0.9051000023028088,0.48955212557089645,1.3676740611408276,0.46257410204272803,0.878121935569931
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.82,4212.502294,1002.996796,387.128961,0.0,67.821287,84.250046,25.275014,12.637507,19.377511,8.425005,28.645016,21.062511,290.974695,12298.433872,368.731585,0.0,0.0,1523.569236,411.775469,399.766468,1257.853185,0.0949,0.2986,3812.735826,1155.420583,2657.315244,5761.330174,1948.594348,3104.014931,1.5110751011756427,2.1681018796931584,23.14561700000013,20.94909800000005,11.330986999999823,31.655659999999443,10.706562000000076,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676740611407883,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.83,4235.647911,1008.507768,389.256043,0.0,68.193931,84.712958,25.413887,12.706944,19.48398,8.471296,28.802406,21.17824,292.573458,12381.3923,346.906433,0.0,0.0,1531.940496,414.037972,401.962987,1264.764466,0.09490000000000001,0.29860000000000003,3833.684924,1165.038695,2668.64623,5792.985835,1959.300911,3124.339605,1.5110751011756425,2.1707582557126677,23.14561700000013,20.94909800000005,11.330985999999939,31.65566100000069,10.70656299999996,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676741043455662,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.84,4258.793528,1014.018739,391.383125,0.0,68.566576,85.175871,25.552761,12.776381,19.59045,8.517587,28.959796,21.293968,294.17222,12464.350728,325.081282,0.0,0.0,1540.311755,416.300474,404.159506,1271.675747,0.0949,0.2986,3854.634022,1174.656806,2679.977216,5824.641495,1970.007473,3144.664279,1.5110751011756427,2.173392169332269,23.14561700000013,20.94909800000005,11.330986000000394,31.655659999999443,10.706561999999849,20.32467399999996,0.9051000023028088,0.4895521255709161,1.3676740611407883,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.85,4281.939145,1019.52971,393.510207,0.0,68.93922,85.638783,25.691635,12.845817,19.69692,8.563878,29.117186,21.409696,295.770982,12547.309156,303.256131,0.0,0.0,1548.683015,418.562977,406.356025,1278.587029,0.09489999999999998,0.29860000000000003,3875.58312,1184.274918,2691.308202,5856.297155,1980.714035,3164.988953,1.5110751011756425,2.176003904266562,23.14561700000013,20.949097999999594,11.330985999999939,31.655660000000353,10.706562000000076,20.32467399999996,0.9051000023027892,0.48955212557089645,1.3676740611408276,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.86,4305.084762,1025.040682,395.63729,0.0,69.311865,86.101695,25.830509,12.915254,19.80339,8.61017,29.274576,21.525424,297.369744,12630.267584,281.43098,0.0,0.0,1557.054274,420.82548,408.552544,1285.49831,0.0949,0.2986,3896.532218,1193.89303,2702.639188,5887.952816,1991.420598,3185.313627,1.5110751011756427,2.178593739472182,23.14561700000013,20.94909800000005,11.330985999999939,31.655660999999782,10.70656299999996,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676741043455272,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.87,4328.230379,1030.551653,397.764372,0.0,69.684509,86.564608,25.969382,12.984691,19.90986,8.656461,29.431967,21.641152,298.968506,12713.226011,259.605829,0.0,0.0,1565.425534,423.087982,410.749063,1292.409591,0.09490000000000001,0.29860000000000003,3917.481316,1203.511142,2713.970174,5919.608476,2002.12716,3205.638301,1.5110751011756425,2.1811619492471195,23.14561699999922,20.94909800000005,11.330985999999939,31.655660000000353,10.706562000000076,20.32467399999996,0.9051000023028444,0.4895521255709157,1.3676740611408813,0.462574058838027,0.8781219355699459
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.88,4351.375996,1036.062625,399.891454,0.0,70.057154,87.02752,26.108256,13.054128,20.01633,8.702752,29.589357,21.75688,300.567268,12796.184439,237.780678,0.0,0.0,1573.796793,425.350485,412.945582,1299.320872,0.0949,0.29860000000000003,3938.430414,1213.129253,2725.301161,5951.264136,2012.833722,3225.962976,1.5110751011756427,2.1837088033275713,23.14561700000013,20.94909800000005,11.330986999999823,31.655659999999443,10.706562000000076,20.324674999999843,0.9051000023028088,0.4895521687756157,1.3676740611407883,0.4625740588380088,0.8781219787746306
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.89,4374.521613,1041.573596,402.018536,0.0,70.429798,87.490432,26.24713,13.123565,20.122799,8.749043,29.746747,21.872608,302.16603,12879.142867,215.955527,0.0,0.0,1582.168053,427.612987,415.142101,1306.232154,0.09489999999999998,0.2986,3959.379512,1222.747365,2736.632147,5982.919797,2023.540285,3246.28765,1.5110751011756423,2.1862345669823777,23.14561700000013,20.94909800000005,11.330985999999939,31.655660999999782,10.70656299999996,20.324674000000414,0.9051000023028088,0.48955212557089645,1.3676741043455272,0.46257410204272803,0.878121935569931
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.9,4397.66723,1047.084567,404.145618,0.0,70.802442,87.953345,26.386003,13.193002,20.229269,8.795334,29.904137,21.988336,303.764792,12962.101295,194.130376,0.0,0.0,1590.539313,429.87549,417.33862,1313.143435,0.0949,0.29860000000000003,3980.32861,1232.365477,2747.963133,6014.575457,2034.246847,3266.612324,1.5110751011756427,2.1887395011051303,23.14561700000013,20.94909800000005,11.330986000000394,31.655660000000353,10.706561999999849,20.32467399999996,0.9051000023028088,0.4895521255709161,1.3676740611408276,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.91,4420.812847,1052.595539,406.272701,0.0,71.175087,88.416257,26.524877,13.262439,20.335739,8.841626,30.061527,22.104064,305.363554,13045.059723,172.305224,0.0,0.0,1598.910572,432.137992,419.535139,1320.054716,0.09489999999999998,0.2986,4001.277708,1241.983589,2759.294119,6046.231117,2044.953409,3286.936998,1.5110751011756423,2.1912238623039983,23.14561700000013,20.94909800000005,11.330985999999939,31.655660000000353,10.706562000000076,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676740611408276,0.4625740588380088,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.92,4443.958464,1058.10651,408.399783,0.0,71.547731,88.879169,26.663751,13.331875,20.442209,8.887917,30.218918,22.219792,306.962316,13128.018151,150.480073,0.0,0.0,1607.281832,434.400495,421.731658,1326.965997,0.09490000000000001,0.29860000000000003,4022.226806,1251.6017,2770.625105,6077.886777,2055.659972,3307.261672,1.5110751011756427,2.1936879029893683,23.14561700000013,20.94909800000005,11.330985999999939,31.655659999999443,10.70656299999996,20.32467399999996,0.9051000023028088,0.48955212557089645,1.3676740611407883,0.46257410204272803,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.93,4467.104081,1063.617482,410.526865,0.0,71.920376,89.342082,26.802624,13.401312,20.548679,8.934208,30.376308,22.33552,308.561078,13210.976579,128.654922,0.0,0.0,1615.653091,436.662998,423.928177,1333.877279,0.09489999999999998,0.2986,4043.175904,1261.219812,2781.956092,6109.542438,2066.366534,3327.586346,1.5110751011756425,2.196131871459326,23.14561700000013,20.94909800000005,11.330986999999823,31.65566100000069,10.706561999999849,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676741043455662,0.46257405883799896,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.94,4490.249698,1069.128453,412.653947,0.0,72.29302,89.804994,26.941498,13.470749,20.655149,8.980499,30.533698,22.451248,310.15984,13293.935007,106.829771,0.0,0.0,1624.024351,438.9255,426.124696,1340.78856,0.0949,0.2986,4064.125002,1270.837924,2793.287078,6141.198098,2077.073096,3347.91102,1.5110751011756425,2.198556011983066,23.14561699999922,20.94909800000005,11.330985999999939,31.655659999999443,10.706562000000304,20.32467399999996,0.9051000023028444,0.4895521255709157,1.367674061140842,0.46257405883803676,0.8781219355699459
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.95,4513.395315,1074.639425,414.781029,0.0,72.665665,90.267906,27.080372,13.540186,20.761618,9.026791,30.691088,22.566977,311.758602,13376.893434,85.00462,0.0,0.0,1632.39561,441.188003,428.321215,1347.699841,0.0949,0.2986,4085.0741,1280.456036,2804.618064,6172.853758,2087.779659,3368.235694,1.5110751011756427,2.2009605648822794,23.14561700000013,20.949097999999594,11.330985999999939,31.655660000000353,10.706562999999733,20.32467399999996,0.9051000023027892,0.48955212557089645,1.3676740611408276,0.4625741020427182,0.8781219355699114
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.96,4536.540932,1080.150396,416.908112,0.0,73.038309,90.730819,27.219246,13.609623,20.868088,9.073082,30.848478,22.682705,313.357364,13459.851862,63.179469,0.0,0.0,1640.76687,443.450505,430.517734,1354.611122,0.0949,0.2986,4106.023198,1290.074147,2815.94905,6204.509419,2098.486221,3388.560369,1.5110751011756427,2.203345766610573,23.14561700000013,20.94909800000005,11.330986000000394,31.655660999999782,10.706562000000304,20.324674999999843,0.9051000023028088,0.4895521255709161,1.3676741043455272,0.4625740588380186,0.8781219787746306
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.97,4559.686549,1085.661367,419.035194,0.0,73.410953,91.193731,27.358119,13.67906,20.974558,9.119373,31.005869,22.798433,314.956126,13542.81029,41.354318,0.0,0.0,1649.138129,445.713008,432.714254,1361.522404,0.09490000000000001,0.29860000000000003,4126.972295,1299.692259,2827.280036,6236.165079,2109.192783,3408.885043,1.511075101175643,2.2057118498309802,23.14561700000013,20.94909699999971,11.330985999999939,31.655660000000353,10.706561999999849,20.324674000000414,0.90509995909807,0.48955212557089645,1.3676740611408276,0.46257405883799896,0.878121935569931
Italy,IT,2026-01,2026-01-01,italy__standard_employee_roma_lazio,"Italie · salarie standard (Rome, Latium)","Italy · standard employee (Rome, Lazio)",1.98,4582.832166,1091.172339,421.162276,0.0,73.783598,91.656643,27.496993,13.748496,21.081028,9.165664,31.163259,22.914161,316.554889,13625.768718,19.529166,0.0,0.0,1657.509389,447.97551,434.910773,1368.433685,0.09489999999999998,0.2985999999999999,4147.921393,1309.310371,2838.611023,6267.820739,2119.899346,3429.209717,1.5110751011756423,2.208059043491616,23.14561700000013,20.94909800000005,11.330986999999823,31.655659999999443,10.706563000000187,20.32467399999996,0.9051000023028088,0.4895521687756157,1.3676740611407883,0.46257410204273786,0.8781219355699114
